,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
237,237,Benedetto Garofalo,1481,1559,1520,1534.0,"Benvenuto Tisi was a Late-Renaissance-Mannerist Italian painter of the School of Ferrara. Garofalo's career began attached to the court of the Duke d'Este. His early works have been described as ""idyllic"", but they often conform to the elaborate conceits favored by the artistically refined Ferrarese court. His nickname, Garofalo, may derive from his habit of signing some works with a picture of a carnation.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_237_k2iwrx.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/237_1_qb61gp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/237_0_loj6vx.png']"
238,238,Girolamo da Carpi,1501,1556,1528,1534.5,"Girolamo Da Carpi was an Italian painter and decorator who worked at the Court of the House of Este in Ferrara. He began painting in Ferrara, by report apprenticing to Benvenuto Tisi ; but by age 20, he had moved to Bologna, and is considered a figure of Early Renaissance painting of the local Bolognese School.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_238_kkza92.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/238_1_p6fivj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/238_2_qcxral.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/238_3_vjridn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/238_0_qmygvk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/238_4_x6yfmt.png']"
115,115,Santi Buglioni,1494,1576,1535,1535.0,"Santi Buglioni, byname of Santi di Michele was an Italian sculptor, the nephew and collaborator of Benedetto Buglioni.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_115_aghgk6.png,
239,239,Bramantino,1460,1533,1496,1535.5,"Bartolomeo Suardi, best known as Bramantino, was an Italian painter and architect, mainly active in his native Milan.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_239_nhl3dg.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/239_0_hluwvr.png']
240,240,Bernardino Gatti (il Soiaro),1495,1576,1536,1536.0,"Bernardino Gatti was an Italian painter of the Renaissance, active mainly in Parma and Cremona. He is also commonly called il Sojaro.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_240_upqpga.png,
241,241,Ridolfo Ghirlandaio,1483,1561,1522,1536.5,"Ridolfo di Domenico Bigordi, better known as Ridolfo Ghirlandaio was an Italian Renaissance painter active mainly in Florence. He was the son of Domenico Ghirlandaio.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_241_wozk3w.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/241_0_nlcbv2.png']
244,244,Giovanni da Udine,1487,1564,1526,1537.0,"Giovanni Nanni, also Giovanni de' Ricamatori, better known as Giovanni da Udine (1487–1564), was an Italian painter and architect born in Udine. A painter also named Giovanni da Udine was exiled from his native city in 1472.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_244_kdgxgt.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/244_0_feuobp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/244_3_ijd5il.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/244_1_qzph5g.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/244_2_hgift0.png']"
245,245,Battista Franco,1510,1561,1536,1537.5,"Battista Franco Veneziano also known by his correct name of Giovanni Battista Franco was an Italian Mannerist painter and printmaker in etching active in Rome, Urbino, and Venice in the mid 16th century. He is also known as il Semolei or just Battista Franco.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_245_zwgw4b.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_60_lqfk7i.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_36_jinneq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_13_tdha2h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_24_zziu93.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_57_gzm5m5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_39_unyehi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_12_hi6pku.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_44_oi64xj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_26_dg0rtb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_21_qgkael.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_2_pkvouw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_15_muq0vz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_29_ot6o4p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_30_so5sl0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_43_mhffwg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_54_peyvyp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_17_cjw5xi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_48_lu7qih.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_42_rmoibe.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_0_dpsthi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_34_riwvn9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_23_zmgm6k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_19_iptkjf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_45_zto078.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_6_jqlune.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_38_sjlyzg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_5_a70vao.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_33_konanm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_8_kcdsvj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_32_qnmgce.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_28_k4tqeg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_25_he76ef.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_16_tyfhjp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_52_eiassn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_41_cbdd9e.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_1_fbwdvc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_49_bh7gez.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_10_bdoxf1.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_18_pvos7c.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_51_lrzrgo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_20_oqjced.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_14_h0jgwp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_55_k6ivew.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_59_c6bktb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_27_zrxqld.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_11_b6qjzo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_7_skhh2z.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_35_jtooiy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_40_epo0h4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_9_kaikrg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_50_mktdtf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_53_kxbyb9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_47_qg60gf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_3_ozc65l.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_22_cfz4b9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_4_tuy0co.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_56_btcx1i.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_46_so2iwo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/245_31_nbg9fi.png']"
230,230,Bartolommeo Genga,1518,1558,1538,1538.0,"Bartolommeo Genga (1518–1558) was an Italian architect who was born in Cesena, Italy. He was the son of Girolamo Genga (1467–1551) and the brother-in-law of Giovanni Battista Belluzzi (1506–1554). At 20 years of age, Bartolommeo went to Florence, to continue the studies he commenced with his father. In Florence, he befriended Giorgio Vasari (1511–1574) and Bartolomeo Ammanati (1511–1592). After spending three years in Florence, he returned to his father, who was then building the church of San Giovanni Battista in Pesaro. 
Upon the death of his father in 1551, Bartolommeo assumed his father’s position with Duke Francesco Maria I della Rovere. Bartolommeo continued the building of San Giovanni Battista and built the Palace of Pesaro.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_230_gqhozu.png,
248,248,Francesco Rustichi,1474,1554,1514,1538.5,"Giovan Francesco Rustici, or Giovanni Francesco Rustici, (1475–1554) was an Italian Renaissance painter and sculptor.

He was born into a noble family of Florence, with an independent income. Rustici profited from study of the Medici sculpture in the garden at San Marco, and according to Giorgio Vasari, Lorenzo de' Medici placed him in the studio of Verrocchio, and that after Verrocchio's departure for Venice, he placed himself with Leonardo da Vinci, who had also trained in Verocchio's workshop. He shared lodgings with Leonardo while he was working on the bronze figures for the Florence Baptistry, for which he was ill paid and resolved, according to Vasari, not to work again on a public commission. Moreover, an echo of Leonardo's inspiration is unmistakable in the much-discussed and much-reviled wax bust of ""Flora"" in Berlin, ascribed to a circle of Leonardo and most probably to Rustici. At this time, Pomponius Gauricus, in De sculptura (1504), named him one of the principal sculptors of Tuscany, the peer of Benedetto da Maiano, Andrea Sansovino and Michelangelo. It may have been made in France, perhaps in the circle of Rustici, who entered Francis I's service in 1528.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_248_r4b3up.png,
249,249,Fra' Giovann'Agnolo Montorsoli,1507,1563,1535,1539.0,"Giovanni Angelo Montorsoli, also known as Giovann'Agnolo Montorsoli, was a Florentine sculptor and Servite friar. He is today as often remembered for his restorations of famous classical works as his original creations.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_249_sxshnj.png,
250,250,Francesco detto de' Salviati,1510,1563,1536,1539.5,"Francesco de' Rossi was an Italian Mannerist painter who lived and worked mainly in Florence, but also produced several works in Rome. He is known by many names, prominently the adopted name Francesco Salviati or as Il Salviati, but also Francesco Rossi and Cecchino del Salviati.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_250_gfex6j.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_8_xvuijw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_5_svyzsj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_7_iv40zk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_0_sycloq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_4_j2y1gk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_6_mfutyr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_2_jofcnn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_3_lhg3wm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_9_kdto3h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/250_10_lomrpq.png']"
247,247,Andrea Schiavone,1516,1563,1540,1540.0,"Andrea Meldolla, also known as Andrea Schiavone or Andrea Lo Schiavone was an Italian Renaissance painter and etcher, born in present-day Croatia, active mainly in the city of Venice. His style combined Mannerist elements, a relative rarity in Venice, with much influence from the mainstream of Venetian painting, especially Titian.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_247_mri0k2.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_102_tiisgs.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_112_noggnl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_24_amkrl8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_136_om0ls1.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_127_ssp6gh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_113_wmgnxb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_3_lgywnw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_25_xhzqjq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_98_nwvqsp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_109_rqsrdm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_111_hffrym.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_137_lr11kz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_105_mh1jyp.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_16_vfensw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_145_k5aq4k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_20_nxrdqd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_96_xllspa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_124_wwj6gq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_134_afvu1l.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_141_azl47q.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_103_dpgaek.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_121_dbc5dc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_126_dmnkth.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_21_ifravz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_135_zkcp18.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_128_bn1vip.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_131_f5cc9s.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_104_hokuzw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_22_mp5exx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_94_r82pmg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_19_g1gpfa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_143_tvporx.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_1_hfb6b7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_140_gheaau.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_0_k6l0bw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_23_mc6hoc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_14_ricrua.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_110_za8tvb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_130_fmf6d8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_107_b2uc8y.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_117_iqotn6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_99_ga2wr5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_5_n9152k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_144_jfqbvj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_108_p2xloe.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_12_rqhqga.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_6_imvryv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_120_fg1jop.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_2_ygfsyv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_132_ysmlby.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_11_cwe1hy.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_92_gjroma.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_123_iv26xl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_106_fmlnyc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_18_mvushn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_129_lcyp7k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_7_gnfmdi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_4_r7yfn4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_13_tnh1un.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_122_ri8glf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_100_jezzjt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_115_czkole.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_125_jnbfp6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_116_ihrj0h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_101_xjhy8o.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_10_njwy1s.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_133_dt4cec.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_93_o6fba5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_15_xuxz1s.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_138_dig5ey.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_142_vxebp7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_8_qkaxus.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_95_lgfooa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_9_ys6r47.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_139_ya1n8h.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_118_tpwas6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_17_fooqqf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/247_119_wew9lp.png']"
252,252,Daniello Ricciarelli da Volterra,1509,1566,1538,1540.5,"Daniele Ricciarelli, better known as Daniele da Volterra, was a Mannerist Italian painter and sculptor.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_252_wtphdb.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/252_0_r2xeah.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/252_1_ozcago.png']"
255,255,Michelangelo Buonarroti,1475,1564,1520,1541.0,"Michelangelo di Lodovico Buonarroti Simoni, known simply as Michelangelo, was an Italian sculptor, painter, architect and poet of the High Renaissance born in the Republic of Florence, who exerted an unparalleled influence on the development of Western art. His artistic versatility was of such a high order that he is often considered a contender for the title of the archetypal Renaissance man, along with his rival and elder contemporary, Leonardo da Vinci. Several scholars have described Michelangelo as the greatest artist of his age and even as the greatest artist of all time.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_255_cuwxih.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_0_ghugaq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_19_rhdgxo.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_3_ki2kfn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_13_w6pvas.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_4_tadk3v.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_1_lzcip9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_20_o0eici.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_10_kavqm2.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_14_y3lowd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_15_toex8f.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_2_pk6fzq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_16_ymrxvc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_12_hy29sm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_18_irquip.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_11_jljuph.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/255_17_otugc4.png']"
258,258,Francesco Primaticcio,1504,1570,1537,1541.5,"Francesco Primaticcio was an Italian Mannerist painter, architect and sculptor who spent most of his career in France.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_258_n7avps.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_0_cuat0a.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_5_ysujk4.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_2_bdoy3z.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_3_oeubnd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_4_mbecfz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/258_1_beya5m.png']"
223,223,Pierino da Vinci,1530,1553,1542,1542.0,"Pierino da Vinci, born Pier Francesco di Bartolomeo di Ser Piero da Vinci, was an Italian sculptor, born in the small town of Vinci in Tuscany; he was the nephew of Leonardo da Vinci.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_223_rxczb0.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/223_0_vdbp9g.png']
261,261,Niccolò dell'Abbate,1510,1571,1540,1542.5,"Niccolò dell'Abbate, sometimes Nicolò and Abate was a Mannerist Italian painter in fresco and oils. He was of the Emilian school, and was part of the team of artists called the School of Fontainebleau that introduced the Italianate Renaissance to France. He may be found indexed under either ""Niccolò"" or ""Abbate"", though the former is more correct.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_261_brjqif.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/261_4_bh0rcg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/261_0_vvaapn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/261_2_x6afpm.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/261_3_rheowd.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/261_1_vjki4u.png']"
253,253,Taddeo Zucchero,1529,1566,1548,1543.0,"Taddeo Zuccaro was an Italian painter, one of the most popular members of the Roman mannerist school.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_253_m687nm.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_5_fpeulg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_8_gaqekb.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_3_hvtnka.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_0_bklwc5.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_2_hfl6bi.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_7_ootehj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_4_odtus6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_6_kxfzuv.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_1_xltu1k.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/253_9_oiujfq.png']"
256,256,Tiberio Calcagni,1532,1565,1548,1543.5,Tiberio Calcagni (1532–1565) was an Italian sculptor and architect.,,
