type,title,displaytitle,wikibase_item,pageid,lang,dir,revision,tid,timestamp,description,description_source,extract,extract_html,namespace.id,namespace.text,titles.canonical,titles.normalized,titles.display,thumbnail.source,thumbnail.width,thumbnail.height,originalimage.source,originalimage.width,originalimage.height,content_urls.desktop.page,content_urls.desktop.revisions,content_urls.desktop.edit,content_urls.desktop.talk,content_urls.mobile.page,content_urls.mobile.revisions,content_urls.mobile.edit,content_urls.mobile.talk
standard,Agostino da Siena,Agostino da Siena,Q395759,2402910,en,ltr,993240925,adae25a0-86a1-11eb-a52f-19ca720f7738,2020-12-09T15:22:06Z,,,"Agostino da Siena or Agostino di Giovanni was an Italian architect and sculptor, active between 1310 and 1347.","<p><b>Agostino da Siena</b> or <b>Agostino di Giovanni</b> was an Italian architect and sculptor, active between 1310 and 1347.</p>",0,,Agostino_da_Siena,Agostino da Siena,Agostino da Siena,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Ritratto_di_Agostino_di_Giovanni.jpg/230px-Ritratto_di_Agostino_di_Giovanni.jpg,230.0,320.0,https://upload.wikimedia.org/wikipedia/commons/a/ad/Ritratto_di_Agostino_di_Giovanni.jpg,1650.0,2299.0,https://en.wikipedia.org/wiki/Agostino_da_Siena,https://en.wikipedia.org/wiki/Agostino_da_Siena?action=history,https://en.wikipedia.org/wiki/Agostino_da_Siena?action=edit,https://en.wikipedia.org/wiki/Talk:Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Special:History/Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Agostino_da_Siena?action=edit,https://en.m.wikipedia.org/wiki/Talk:Agostino_da_Siena
standard,Agostino da Siena,Agostino da Siena,Q395759,2402910,en,ltr,993240925,adae25a0-86a1-11eb-a52f-19ca720f7738,2020-12-09T15:22:06Z,,,"Agostino da Siena or Agostino di Giovanni was an Italian architect and sculptor, active between 1310 and 1347.","<p><b>Agostino da Siena</b> or <b>Agostino di Giovanni</b> was an Italian architect and sculptor, active between 1310 and 1347.</p>",0,,Agostino_da_Siena,Agostino da Siena,Agostino da Siena,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Ritratto_di_Agostino_di_Giovanni.jpg/230px-Ritratto_di_Agostino_di_Giovanni.jpg,230.0,320.0,https://upload.wikimedia.org/wikipedia/commons/a/ad/Ritratto_di_Agostino_di_Giovanni.jpg,1650.0,2299.0,https://en.wikipedia.org/wiki/Agostino_da_Siena,https://en.wikipedia.org/wiki/Agostino_da_Siena?action=history,https://en.wikipedia.org/wiki/Agostino_da_Siena?action=edit,https://en.wikipedia.org/wiki/Talk:Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Special:History/Agostino_da_Siena,https://en.m.wikipedia.org/wiki/Agostino_da_Siena?action=edit,https://en.m.wikipedia.org/wiki/Talk:Agostino_da_Siena
standard,Stefano Fiorentino,Stefano Fiorentino,Q1093544,31961380,en,ltr,996960770,a98dcde0-a46f-11eb-8ed1-a5c91c28bd8b,2020-12-29T10:57:49Z,Italian painter,local,Stefano Fiorentino (1301–1350) was an Italian painter of the time of Giotto.,<p><b>Stefano Fiorentino</b> (1301–1350) was an Italian painter of the time of Giotto.</p>,0,,Stefano_Fiorentino,Stefano Fiorentino,Stefano Fiorentino,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Delle_vite_de%27_pi%C3%B9_eccellenti_pittori%2C_scultori%2C_et_architetti_%281648%29_%2814592989417%29.jpg/274px-Delle_vite_de%27_pi%C3%B9_eccellenti_pittori%2C_scultori%2C_et_architetti_%281648%29_%2814592989417%29.jpg,274.0,320.0,https://upload.wikimedia.org/wikipedia/commons/0/0b/Delle_vite_de%27_pi%C3%B9_eccellenti_pittori%2C_scultori%2C_et_architetti_%281648%29_%2814592989417%29.jpg,1710.0,2000.0,https://en.wikipedia.org/wiki/Stefano_Fiorentino,https://en.wikipedia.org/wiki/Stefano_Fiorentino?action=history,https://en.wikipedia.org/wiki/Stefano_Fiorentino?action=edit,https://en.wikipedia.org/wiki/Talk:Stefano_Fiorentino,https://en.m.wikipedia.org/wiki/Stefano_Fiorentino,https://en.m.wikipedia.org/wiki/Special:History/Stefano_Fiorentino,https://en.m.wikipedia.org/wiki/Stefano_Fiorentino?action=edit,https://en.m.wikipedia.org/wiki/Talk:Stefano_Fiorentino
standard,Ugolino di Nerio,Ugolino di Nerio,Q1357686,3191867,en,ltr,996938095,420d90d0-841f-11eb-86c5-55d61c1c908a,2020-12-29T07:24:58Z,,,Ugolino di Nerio was an Italian painter active in his native city of Siena and in Florence between the years 1317 and 1327.,<p><b>Ugolino di Nerio</b> was an Italian painter active in his native city of Siena and in Florence between the years 1317 and 1327.</p>,0,,Ugolino_di_Nerio,Ugolino di Nerio,Ugolino di Nerio,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Ugolino_di_Nerio_1315_1320_La_Vierge_et_l_Enfant_Sienne.jpg/218px-Ugolino_di_Nerio_1315_1320_La_Vierge_et_l_Enfant_Sienne.jpg,218.0,320.0,https://upload.wikimedia.org/wikipedia/commons/0/0f/Ugolino_di_Nerio_1315_1320_La_Vierge_et_l_Enfant_Sienne.jpg,1818.0,2669.0,https://en.wikipedia.org/wiki/Ugolino_di_Nerio,https://en.wikipedia.org/wiki/Ugolino_di_Nerio?action=history,https://en.wikipedia.org/wiki/Ugolino_di_Nerio?action=edit,https://en.wikipedia.org/wiki/Talk:Ugolino_di_Nerio,https://en.m.wikipedia.org/wiki/Ugolino_di_Nerio,https://en.m.wikipedia.org/wiki/Special:History/Ugolino_di_Nerio,https://en.m.wikipedia.org/wiki/Ugolino_di_Nerio?action=edit,https://en.m.wikipedia.org/wiki/Talk:Ugolino_di_Nerio
standard,Pietro Lorenzetti,Pietro Lorenzetti,Q309635,356236,en,ltr,996370071,6e512ae0-b290-11eb-bd41-895e59296f3f,2020-12-26T04:48:59Z,Italian painter (1280-1348),local,"Pietro Lorenzetti or Pietro Laurati was an Italian painter, active between c.1306 and 1345. Together with his younger brother Ambrogio, he introduced naturalism into Sienese art. In their artistry and experiments with three-dimensional and spatial arrangements, the brothers foreshadowed the art of the Renaissance.","<p><b>Pietro Lorenzetti</b> or <b>Pietro Laurati</b> was an Italian painter, active between c.1306 and 1345. Together with his younger brother Ambrogio, he introduced naturalism into Sienese art. In their artistry and experiments with three-dimensional and spatial arrangements, the brothers foreshadowed the art of the Renaissance.</p>",0,,Pietro_Lorenzetti,Pietro Lorenzetti,Pietro Lorenzetti,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Pietro_lorenzetti%2C_compianto_%28dettaglio%29_basilica_inferiore_di_assisi_%281310-1329%29.jpg/320px-Pietro_lorenzetti%2C_compianto_%28dettaglio%29_basilica_inferiore_di_assisi_%281310-1329%29.jpg,320.0,320.0,https://upload.wikimedia.org/wikipedia/commons/3/34/Pietro_lorenzetti%2C_compianto_%28dettaglio%29_basilica_inferiore_di_assisi_%281310-1329%29.jpg,500.0,500.0,https://en.wikipedia.org/wiki/Pietro_Lorenzetti,https://en.wikipedia.org/wiki/Pietro_Lorenzetti?action=history,https://en.wikipedia.org/wiki/Pietro_Lorenzetti?action=edit,https://en.wikipedia.org/wiki/Talk:Pietro_Lorenzetti,https://en.m.wikipedia.org/wiki/Pietro_Lorenzetti,https://en.m.wikipedia.org/wiki/Special:History/Pietro_Lorenzetti,https://en.m.wikipedia.org/wiki/Pietro_Lorenzetti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Pietro_Lorenzetti
standard,Andrea Pisano,Andrea Pisano,Q311031,221657,en,ltr,966617541,b63ab970-b2c7-11eb-81f7-6dec622f9a6f,2020-07-08T04:03:37Z,14th century Italian sculptor and architect,local,"Andrea Pisano also known as Andrea da Pontedera, was an Italian sculptor and architect.","<p><b>Andrea Pisano</b> also known as <b>Andrea da Pontedera</b>, was an Italian sculptor and architect.</p>",0,,Andrea_Pisano,Andrea Pisano,Andrea Pisano,https://upload.wikimedia.org/wikipedia/commons/0/08/011_le_vite%2C_andrea_pisano.jpg,269.0,300.0,https://upload.wikimedia.org/wikipedia/commons/0/08/011_le_vite%2C_andrea_pisano.jpg,269.0,300.0,https://en.wikipedia.org/wiki/Andrea_Pisano,https://en.wikipedia.org/wiki/Andrea_Pisano?action=history,https://en.wikipedia.org/wiki/Andrea_Pisano?action=edit,https://en.wikipedia.org/wiki/Talk:Andrea_Pisano,https://en.m.wikipedia.org/wiki/Andrea_Pisano,https://en.m.wikipedia.org/wiki/Special:History/Andrea_Pisano,https://en.m.wikipedia.org/wiki/Andrea_Pisano?action=edit,https://en.m.wikipedia.org/wiki/Talk:Andrea_Pisano
standard,Buonamico Buffalmacco,Buonamico Buffalmacco,Q972487,357071,en,ltr,996937237,6e5f5bb0-b290-11eb-a951-9329a9604173,2020-12-29T07:19:04Z,,,"Buonamico di [son of] Martino or Buonamico Buffalmacco was an Italian painter who worked in Florence, Bologna and Pisa. Although none of his known work has survived, he is widely assumed to be the painter of a most influential fresco cycle in the Camposanto in Pisa, featuring The Three Dead and the Three Living, the Triumph of Death, the Last Judgement, the Hell, and the Thebais. Painted some ten years before the Black Death spread over Europe in 1348, the cycle - a ""painted sermon"" - enjoyed an extraordinary success after that date, and was often imitated throughout Italy. The youngsters' party enjoying themselves in a beautiful garden while Death piles mounds of corpses all around is likely to have inspired the setting of Giovanni Boccaccio's Decameron, written a few years after the Black Death.","<p><b>Buonamico di [son of] Martino</b> or <b>Buonamico Buffalmacco</b> was an Italian painter who worked in Florence, Bologna and Pisa. Although none of his known work has survived, he is widely assumed to be the painter of a most influential fresco cycle in the Camposanto in Pisa, featuring <i>The Three Dead and the Three Living</i>, the <i>Triumph of Death</i>, the <i>Last Judgement</i>, the <i>Hell</i>, and the <i>Thebais</i>. Painted some ten years before the Black Death spread over Europe in 1348, the cycle - a ""painted sermon"" - enjoyed an extraordinary success after that date, and was often imitated throughout Italy. The youngsters' party enjoying themselves in a beautiful garden while Death piles mounds of corpses all around is likely to have inspired the setting of Giovanni Boccaccio's <i>Decameron</i>, written a few years after the Black Death.</p>",0,,Buonamico_Buffalmacco,Buonamico Buffalmacco,Buonamico Buffalmacco,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Wenceslas_Hollar_-_Buffalmacco_or_%27Todescho_di_Casa_Fuchera%27_%28State_2%29.jpg/227px-Wenceslas_Hollar_-_Buffalmacco_or_%27Todescho_di_Casa_Fuchera%27_%28State_2%29.jpg,227.0,320.0,https://upload.wikimedia.org/wikipedia/commons/f/ff/Wenceslas_Hollar_-_Buffalmacco_or_%27Todescho_di_Casa_Fuchera%27_%28State_2%29.jpg,4351.0,6139.0,https://en.wikipedia.org/wiki/Buonamico_Buffalmacco,https://en.wikipedia.org/wiki/Buonamico_Buffalmacco?action=history,https://en.wikipedia.org/wiki/Buonamico_Buffalmacco?action=edit,https://en.wikipedia.org/wiki/Talk:Buonamico_Buffalmacco,https://en.m.wikipedia.org/wiki/Buonamico_Buffalmacco,https://en.m.wikipedia.org/wiki/Special:History/Buonamico_Buffalmacco,https://en.m.wikipedia.org/wiki/Buonamico_Buffalmacco?action=edit,https://en.m.wikipedia.org/wiki/Talk:Buonamico_Buffalmacco
standard,Ambrogio Lorenzetti,Ambrogio Lorenzetti,Q211562,356232,en,ltr,1014959469,6e5aeee0-b290-11eb-8ff9-6b24f2b0867c,2021-03-29T23:16:56Z,,,Ambrogio Lorenzetti or Ambruogio Laurati was an Italian painter of the Sienese school. He was active from approximately 1317 to 1348. He painted The Allegory of Good and Bad Government in the Sala dei Nove in Siena's Palazzo Pubblico. His elder brother was the painter Pietro Lorenzetti.,<p><b>Ambrogio Lorenzetti</b> or <b>Ambruogio Laurati</b> was an Italian painter of the Sienese school. He was active from approximately 1317 to 1348. He painted <i>The Allegory of Good and Bad Government</i> in the Sala dei Nove in Siena's Palazzo Pubblico. His elder brother was the painter Pietro Lorenzetti.</p>,0,,Ambrogio_Lorenzetti,Ambrogio Lorenzetti,Ambrogio Lorenzetti,https://upload.wikimedia.org/wikipedia/commons/5/50/013_le_vite%2C_ambrogio_lorenzetti.jpg,271.0,300.0,https://upload.wikimedia.org/wikipedia/commons/5/50/013_le_vite%2C_ambrogio_lorenzetti.jpg,271.0,300.0,https://en.wikipedia.org/wiki/Ambrogio_Lorenzetti,https://en.wikipedia.org/wiki/Ambrogio_Lorenzetti?action=history,https://en.wikipedia.org/wiki/Ambrogio_Lorenzetti?action=edit,https://en.wikipedia.org/wiki/Talk:Ambrogio_Lorenzetti,https://en.m.wikipedia.org/wiki/Ambrogio_Lorenzetti,https://en.m.wikipedia.org/wiki/Special:History/Ambrogio_Lorenzetti,https://en.m.wikipedia.org/wiki/Ambrogio_Lorenzetti?action=edit,https://en.m.wikipedia.org/wiki/Talk:Ambrogio_Lorenzetti
standard,Pietro Cavallini,Pietro Cavallini,Q316009,329516,en,ltr,994250222,2b484020-b282-11eb-940b-f1327868693b,2020-12-14T20:06:49Z,,,Pietro Cavallini was an Italian painter and mosaic designer working during the late Middle Ages.,<p><b>Pietro Cavallini</b> was an Italian painter and mosaic designer working during the late Middle Ages.</p>,0,,Pietro_Cavallini,Pietro Cavallini,Pietro Cavallini,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Pietro_Cavallini_013.jpg/320px-Pietro_Cavallini_013.jpg,320.0,194.0,https://upload.wikimedia.org/wikipedia/commons/1/18/Pietro_Cavallini_013.jpg,2048.0,1239.0,https://en.wikipedia.org/wiki/Pietro_Cavallini,https://en.wikipedia.org/wiki/Pietro_Cavallini?action=history,https://en.wikipedia.org/wiki/Pietro_Cavallini?action=edit,https://en.wikipedia.org/wiki/Talk:Pietro_Cavallini,https://en.m.wikipedia.org/wiki/Pietro_Cavallini,https://en.m.wikipedia.org/wiki/Special:History/Pietro_Cavallini,https://en.m.wikipedia.org/wiki/Pietro_Cavallini?action=edit,https://en.m.wikipedia.org/wiki/Talk:Pietro_Cavallini
standard,Simone Martini,Simone Martini,Q221043,217062,en,ltr,1016497398,ee3479d0-b2c5-11eb-bc9a-cde2840c59bf,2021-04-07T14:03:17Z,Italian painter from the 14th century (1284–1344),local,"Simone Martini was an Italian painter born in Siena.
He was a major figure in the development of early Italian painting and greatly influenced the development of the International Gothic style.","<p><b>Simone Martini</b> was an Italian painter born in Siena.
He was a major figure in the development of early Italian painting and greatly influenced the development of the International Gothic style.</p>",0,,Simone_Martini,Simone Martini,Simone Martini,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Simone_Martini_-_Frontispice_du_Virgile.jpg/226px-Simone_Martini_-_Frontispice_du_Virgile.jpg,226.0,320.0,https://upload.wikimedia.org/wikipedia/commons/d/dd/Simone_Martini_-_Frontispice_du_Virgile.jpg,1956.0,2767.0,https://en.wikipedia.org/wiki/Simone_Martini,https://en.wikipedia.org/wiki/Simone_Martini?action=history,https://en.wikipedia.org/wiki/Simone_Martini?action=edit,https://en.wikipedia.org/wiki/Talk:Simone_Martini,https://en.m.wikipedia.org/wiki/Simone_Martini,https://en.m.wikipedia.org/wiki/Special:History/Simone_Martini,https://en.m.wikipedia.org/wiki/Simone_Martini?action=edit,https://en.m.wikipedia.org/wiki/Talk:Simone_Martini
standard,Lippo Memmi,Lippo Memmi,Q504963,11201933,en,ltr,1013442954,7d0cb710-b282-11eb-b928-69c9bb7b7bbd,2021-03-21T17:13:27Z,,,"Lippo Memmi was an Italian painter from Siena. He was the foremost follower of Simone Martini, who was his brother-in-law.","<p><b>Lippo Memmi</b> was an Italian painter from Siena. He was the foremost follower of Simone Martini, who was his brother-in-law.</p>",0,,Lippo_Memmi,Lippo Memmi,Lippo Memmi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Lippo_memmi%2C_madonna_della_misericordia%2C_Chapel_of_the_Corporal%2C_Duomo%2C_Orvieto.jpg/225px-Lippo_memmi%2C_madonna_della_misericordia%2C_Chapel_of_the_Corporal%2C_Duomo%2C_Orvieto.jpg,225.0,320.0,https://upload.wikimedia.org/wikipedia/commons/1/15/Lippo_memmi%2C_madonna_della_misericordia%2C_Chapel_of_the_Corporal%2C_Duomo%2C_Orvieto.jpg,674.0,960.0,https://en.wikipedia.org/wiki/Lippo_Memmi,https://en.wikipedia.org/wiki/Lippo_Memmi?action=history,https://en.wikipedia.org/wiki/Lippo_Memmi?action=edit,https://en.wikipedia.org/wiki/Talk:Lippo_Memmi,https://en.m.wikipedia.org/wiki/Lippo_Memmi,https://en.m.wikipedia.org/wiki/Special:History/Lippo_Memmi,https://en.m.wikipedia.org/wiki/Lippo_Memmi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Lippo_Memmi
standard,Taddeo Gaddi,Taddeo Gaddi,Q315835,329556,en,ltr,1021092469,2ada6320-b282-11eb-a06e-63daa319d681,2021-05-02T21:24:58Z,,,Taddeo Gaddi was a medieval Italian painter and architect.,<p><b>Taddeo Gaddi</b> was a medieval Italian painter and architect.</p>,0,,Taddeo_Gaddi,Taddeo Gaddi,Taddeo Gaddi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Portrait_of_Taddeo_Gaddi.jpg/229px-Portrait_of_Taddeo_Gaddi.jpg,229.0,320.0,https://upload.wikimedia.org/wikipedia/commons/0/00/Portrait_of_Taddeo_Gaddi.jpg,1605.0,2244.0,https://en.wikipedia.org/wiki/Taddeo_Gaddi,https://en.wikipedia.org/wiki/Taddeo_Gaddi?action=history,https://en.wikipedia.org/wiki/Taddeo_Gaddi?action=edit,https://en.wikipedia.org/wiki/Talk:Taddeo_Gaddi,https://en.m.wikipedia.org/wiki/Taddeo_Gaddi,https://en.m.wikipedia.org/wiki/Special:History/Taddeo_Gaddi,https://en.m.wikipedia.org/wiki/Taddeo_Gaddi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Taddeo_Gaddi
standard,Orcagna,Orcagna,Q366499,217003,en,ltr,1018388223,edbc1580-b2c5-11eb-a047-41f7e24854d2,2021-04-17T20:47:25Z,,,"Andrea di Cione di Arcangelo, better known as Orcagna, was an Italian painter, sculptor, and architect active in Florence. He worked as a consultant at the Florence Cathedral and supervised the construction of the facade at the Orvieto Cathedral. His Strozzi Altarpiece (1354–57) is noted as defining a new role for Christ as a source of Catholic doctrine and papal authority.","<p><b>Andrea di Cione di Arcangelo</b>, better known as <b>Orcagna</b>, was an Italian painter, sculptor, and architect active in Florence. He worked as a consultant at the Florence Cathedral and supervised the construction of the facade at the Orvieto Cathedral. His <i>Strozzi Altarpiece</i> (1354–57) is noted as defining a new role for Christ as a source of Catholic doctrine and papal authority.</p>",0,,Orcagna,Orcagna,Orcagna,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Uffizi_03_Andrea_Orcagna-c.jpg/169px-Uffizi_03_Andrea_Orcagna-c.jpg,169.0,320.0,https://upload.wikimedia.org/wikipedia/commons/8/8b/Uffizi_03_Andrea_Orcagna-c.jpg,726.0,1372.0,https://en.wikipedia.org/wiki/Orcagna,https://en.wikipedia.org/wiki/Orcagna?action=history,https://en.wikipedia.org/wiki/Orcagna?action=edit,https://en.wikipedia.org/wiki/Talk:Orcagna,https://en.m.wikipedia.org/wiki/Orcagna,https://en.m.wikipedia.org/wiki/Special:History/Orcagna,https://en.m.wikipedia.org/wiki/Orcagna?action=edit,https://en.m.wikipedia.org/wiki/Talk:Orcagna
standard,Giottino,Giottino,Q947337,2445286,en,ltr,996363972,ba652770-b302-11eb-89d4-61b91b7812d3,2020-12-26T04:01:17Z,,,"Giottino, also known as Tommaso Fiorentino, was an early Italian painter from Florence. His real name was Maso di Stefano or Tommaso di Stefano.","<p><b>Giottino</b>, also known as <b>Tommaso Fiorentino</b>, was an early Italian painter from Florence. His real name was <b>Maso di Stefano</b> or <b>Tommaso di Stefano</b>.</p>",0,,Giottino,Giottino,Giottino,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Giottino_pieta.jpg/206px-Giottino_pieta.jpg,206.0,320.0,https://upload.wikimedia.org/wikipedia/commons/d/d3/Giottino_pieta.jpg,1140.0,1773.0,https://en.wikipedia.org/wiki/Giottino,https://en.wikipedia.org/wiki/Giottino?action=history,https://en.wikipedia.org/wiki/Giottino?action=edit,https://en.wikipedia.org/wiki/Talk:Giottino,https://en.m.wikipedia.org/wiki/Giottino,https://en.m.wikipedia.org/wiki/Special:History/Giottino,https://en.m.wikipedia.org/wiki/Giottino?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giottino
standard,Giovanni dal Ponte,Giovanni dal Ponte,Q2749321,13965718,en,ltr,1010543791,3a950f50-87c0-11eb-bb57-cb4073541459,2021-03-06T00:58:48Z,,,"Giovanni dal Ponte was a Florentine minor master painter of the late-Gothic period, known as one of the greatest minor masters contemporary to Masaccio. He is known by Giorgio Vasari as dal Ponte, a name derived from the location of his studio at the Piazza di Santo Stefano a Ponte. Many other documents cite his name as Giovanni di Marco. After joining the Arte dei Medici e degli Speziali in 1410 and the Compagnia di S Luca in 1413, dal Ponte opened his studio in the late 1420s and hired Florentine painter Smeraldo di Giovanni as his assistant. Smeraldo was hired after dal Ponte was imprisoned in 1424 due to failure to repay his debts, with the intention that Smeraldo would manage the logistical aspects of the workshop in addition to his artwork. Dal Ponte used his craftsmanship to create not only Panel paintings, but also frescoes and decorations for small objects. Dal Ponte's work is considered to be of the Late Gothic style, though he assimilated the stylistic preferences of his contemporaries; Lorenzo Monaco, Masaccio, and Lorenzo Ghiberti served as his primary influences.","<p><b>Giovanni dal Ponte</b> was a Florentine minor master painter of the late-Gothic period, known as one of the greatest minor masters contemporary to Masaccio. He is known by Giorgio Vasari as dal Ponte, a name derived from the location of his studio at the Piazza di Santo Stefano a Ponte. Many other documents cite his name as <b>Giovanni di Marco</b>. After joining the Arte dei Medici e degli Speziali in 1410 and the Compagnia di S Luca in 1413, dal Ponte opened his studio in the late 1420s and hired Florentine painter Smeraldo di Giovanni as his assistant. Smeraldo was hired after dal Ponte was imprisoned in 1424 due to failure to repay his debts, with the intention that Smeraldo would manage the logistical aspects of the workshop in addition to his artwork. Dal Ponte used his craftsmanship to create not only Panel paintings, but also frescoes and decorations for small objects. Dal Ponte's work is considered to be of the Late Gothic style, though he assimilated the stylistic preferences of his contemporaries; Lorenzo Monaco, Masaccio, and Lorenzo Ghiberti served as his primary influences.</p>",0,,Giovanni_dal_Ponte,Giovanni dal Ponte,Giovanni dal Ponte,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Giovanni_dal_Ponte_-_Piet%C3%A0.jpg/168px-Giovanni_dal_Ponte_-_Piet%C3%A0.jpg,168.0,320.0,https://upload.wikimedia.org/wikipedia/commons/8/8d/Giovanni_dal_Ponte_-_Piet%C3%A0.jpg,400.0,760.0,https://en.wikipedia.org/wiki/Giovanni_dal_Ponte,https://en.wikipedia.org/wiki/Giovanni_dal_Ponte?action=history,https://en.wikipedia.org/wiki/Giovanni_dal_Ponte?action=edit,https://en.wikipedia.org/wiki/Talk:Giovanni_dal_Ponte,https://en.m.wikipedia.org/wiki/Giovanni_dal_Ponte,https://en.m.wikipedia.org/wiki/Special:History/Giovanni_dal_Ponte,https://en.m.wikipedia.org/wiki/Giovanni_dal_Ponte?action=edit,https://en.m.wikipedia.org/wiki/Talk:Giovanni_dal_Ponte
standard,Agnolo Gaddi,Agnolo Gaddi,Q363296,329567,en,ltr,996363840,2ad88e60-b282-11eb-b7d2-a1145ce3886c,2020-12-26T04:00:35Z,,,"Agnolo Gaddi (c.1350–1396) was an Italian painter. He was born and died in Florence, and was the son of the painter Taddeo Gaddi.","<p><b>Agnolo Gaddi</b> (c.1350–1396) was an Italian painter. He was born and died in Florence, and was the son of the painter Taddeo Gaddi.</p>",0,,Agnolo_Gaddi,Agnolo Gaddi,Agnolo Gaddi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Agnolo_Gadi_Washington_October_2016-2a.jpg/320px-Agnolo_Gadi_Washington_October_2016-2a.jpg,320.0,271.0,https://upload.wikimedia.org/wikipedia/commons/e/ed/Agnolo_Gadi_Washington_October_2016-2a.jpg,5390.0,4573.0,https://en.wikipedia.org/wiki/Agnolo_Gaddi,https://en.wikipedia.org/wiki/Agnolo_Gaddi?action=history,https://en.wikipedia.org/wiki/Agnolo_Gaddi?action=edit,https://en.wikipedia.org/wiki/Talk:Agnolo_Gaddi,https://en.m.wikipedia.org/wiki/Agnolo_Gaddi,https://en.m.wikipedia.org/wiki/Special:History/Agnolo_Gaddi,https://en.m.wikipedia.org/wiki/Agnolo_Gaddi?action=edit,https://en.m.wikipedia.org/wiki/Talk:Agnolo_Gaddi
standard,Cennino Cennini,Cennino Cennini,Q220813,1423806,en,ltr,1016784402,73d7cfa0-b39e-11eb-b2ad-ede0fc9dd9ec,2021-04-09T01:52:20Z,,,"Cennino d'Andrea Cennini was an Italian painter influenced by Giotto. He was a student of Agnolo Gaddi in Florence. Gaddi trained under his father, called Taddeo Gaddi, who trained with Giotto.","<p><b>Cennino d'Andrea Cennini</b> was an Italian painter influenced by Giotto. He was a student of Agnolo Gaddi in Florence. Gaddi trained under his father, called Taddeo Gaddi, who trained with Giotto.</p>",0,,Cennino_Cennini,Cennino Cennini,Cennino Cennini,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Cennino_Cennini_-_Altarpiece.jpg/267px-Cennino_Cennini_-_Altarpiece.jpg,267.0,320.0,https://upload.wikimedia.org/wikipedia/commons/d/da/Cennino_Cennini_-_Altarpiece.jpg,478.0,573.0,https://en.wikipedia.org/wiki/Cennino_Cennini,https://en.wikipedia.org/wiki/Cennino_Cennini?action=history,https://en.wikipedia.org/wiki/Cennino_Cennini?action=edit,https://en.wikipedia.org/wiki/Talk:Cennino_Cennini,https://en.m.wikipedia.org/wiki/Cennino_Cennini,https://en.m.wikipedia.org/wiki/Special:History/Cennino_Cennini,https://en.m.wikipedia.org/wiki/Cennino_Cennini?action=edit,https://en.m.wikipedia.org/wiki/Talk:Cennino_Cennini
standard,Barna da Siena,Barna da Siena,Q2447325,13983179,en,ltr,996937136,a82dbde0-87c1-11eb-93ec-d964aa75162f,2020-12-29T07:18:20Z,,,"Barna da Siena, also known as Berna di Siena, was presumed to be a Sienese painter active from about 1330 to 1350.","<p><b>Barna da Siena</b>, also known as <b>Berna di Siena</b>, was presumed to be a Sienese painter active from about 1330 to 1350.</p>",0,,Barna_da_Siena,Barna da Siena,Barna da Siena,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Vite_de_pi%C3%B9_eccellenti_pittori_scultori_ed_architetti_%281767%29_%2814597594100%29.jpg/275px-Vite_de_pi%C3%B9_eccellenti_pittori_scultori_ed_architetti_%281767%29_%2814597594100%29.jpg,275.0,320.0,https://upload.wikimedia.org/wikipedia/commons/9/95/Vite_de_pi%C3%B9_eccellenti_pittori_scultori_ed_architetti_%281767%29_%2814597594100%29.jpg,1696.0,1973.0,https://en.wikipedia.org/wiki/Barna_da_Siena,https://en.wikipedia.org/wiki/Barna_da_Siena?action=history,https://en.wikipedia.org/wiki/Barna_da_Siena?action=edit,https://en.wikipedia.org/wiki/Talk:Barna_da_Siena,https://en.m.wikipedia.org/wiki/Barna_da_Siena,https://en.m.wikipedia.org/wiki/Special:History/Barna_da_Siena,https://en.m.wikipedia.org/wiki/Barna_da_Siena?action=edit,https://en.m.wikipedia.org/wiki/Talk:Barna_da_Siena
